3.289779723204112050e-01 7.626184263394650831e-01
3.791361510960886694e-01 7.440675226843816992e-01
3.849887274355058842e-01 7.863577477892134127e-01
3.756587132463457546e-01 7.270750949637898586e-01
4.380450034930833403e-01 6.992208304307987454e-01
4.442150864802908439e-01 7.342192738408415131e-01
4.369075513740655059e-01 7.168983002193709542e-01
4.883157226880752710e-01 7.326473621006129866e-01
4.595616957107113154e-01 6.782447668134941043e-01
3.853558176109536104e-01 7.561170008538050658e-01
4.089227336528493684e-01 7.262294966153799436e-01
4.495586176999553651e-01 7.161752354091187600e-01
3.783529407621817331e-01 6.827193082588250972e-01
3.775997865199852699e-01 7.447724156895203507e-01
4.146940652270739158e-01 6.555560701424509862e-01
4.208650370072264946e-01 6.971661337489566401e-01
4.272930649350411003e-01 6.796946264555068229e-01
3.942988082382764548e-01 7.317389803608062016e-01
4.800459831297828606e-01 6.924616890446787520e-01
3.953861219883065825e-01 7.161986817991656817e-01
4.930917459136361369e-01 7.369955531384997371e-01
4.424794629511207278e-01 7.211770427434597286e-01
4.489557321490661446e-01 7.271762831034397356e-01
4.015209985328554443e-01 7.668914106721348434e-01
4.635237211523720036e-01 6.920995842947305077e-01
4.389371637673494253e-01 7.332457120476162382e-01
4.679467647912507466e-01 7.454217931410123121e-01
3.689086562964231653e-01 6.887256752588508668e-01
4.108158304052316190e-01 7.544919183744157598e-01
4.200115029898781605e-01 7.288268538791879969e-01
3.842224458660595809e-01 7.306853609605344912e-01
4.144085216170157460e-01 7.437779295013796643e-01
3.494682734719266604e-01 7.779701132415788312e-01
4.291310577362164591e-01 7.124303042720788737e-01
3.594033743181428986e-01 7.592603513911119206e-01
4.546605548192867441e-01 7.229633030970387120e-01
4.437536912302048053e-01 7.109852235530520481e-01
4.151024096535373409e-01 7.208135720397296220e-01
4.245558225458372359e-01 7.372723935770753023e-01
4.021484498829501208e-01 7.270696245007999270e-01
4.471025799540108703e-01 7.505930886355324239e-01
4.248785360925620425e-01 7.360366283421371225e-01
4.386999062497746737e-01 7.050434256517345011e-01
5.025849578516466964e-01 7.832244570871927936e-01
4.403347600734281997e-01 6.602979005669007417e-01
4.192607681754067506e-01 7.375506122593094016e-01
4.425335625954198160e-01 6.981423800524507728e-01
4.542387037213105327e-01 7.088445039837876216e-01
4.306502301254865883e-01 7.802074138204155851e-01
4.081494113239330090e-01 7.076279438276158462e-01
4.351858846814788406e-01 7.851085153974655118e-01
4.195912707915328554e-01 7.379537017470033655e-01
3.927949519178048909e-01 6.913011682160636884e-01
3.880524805969865487e-01 7.435162290800028106e-01
4.329495651500070430e-01 7.230815022123524560e-01
4.001405487354993684e-01 7.428304504205908154e-01
5.058757925396337729e-01 7.157095864247994266e-01
4.049451282809017338e-01 7.319007231956663473e-01
5.087226866255641911e-01 7.085482404715615079e-01
3.494072096623737078e-01 7.458141847458363838e-01
4.182152817962820901e-01 7.276359595111017153e-01
4.508264137005419947e-01 6.407975366063485279e-01
4.474512302448578893e-01 7.644372931409174621e-01
4.094046860822179168e-01 7.161953109002848761e-01
4.697143750287260944e-01 6.675515739503351531e-01
4.421117564896566154e-01 6.915549489351505708e-01
4.135248934160935530e-01 7.140000643506961842e-01
3.968632620390614152e-01 7.403641406623485688e-01
4.315980826980853058e-01 8.027228398444372637e-01
4.109780610332095518e-01 7.311714744853589076e-01
4.210475592981978710e-01 7.128914848447763797e-01
4.256954833378678860e-01 7.261132098683282798e-01
4.391394791994618352e-01 6.700134603323792959e-01
4.479622348861598269e-01 7.245420966726618950e-01
3.707271887797989884e-01 7.799085045651910075e-01
5.091991811014409119e-01 7.079447142091416234e-01
4.459722996855202681e-01 7.236902594131203736e-01
4.100708676986350998e-01 7.480123930833957324e-01
4.014067656530598827e-01 7.205092805984355531e-01
3.859702941876897442e-01 7.061925999872273874e-01
3.967709567402759596e-01 7.606914632290179279e-01
4.215595301549706631e-01 7.446739279444166693e-01
4.137008008222823885e-01 7.538838020803396711e-01
4.692674969577368960e-01 7.284336129879138699e-01
4.139077541605993282e-01 6.518561477928563885e-01
4.093457590316674777e-01 7.218948697582485696e-01
3.646992535293569482e-01 7.940720086327370808e-01
3.948935681737382741e-01 7.571375740420427380e-01
4.238430052376003232e-01 7.547451194722821777e-01
4.368837499459549134e-01 6.985270927704841926e-01
3.961408597218189498e-01 7.255685819286300520e-01
4.828687501654126968e-01 6.909783127214764731e-01
4.147227316965515498e-01 7.292063783658098153e-01
4.198074311669703351e-01 7.329270368319812379e-01
4.273809269335480110e-01 7.659197222380837999e-01
3.637330098756468844e-01 7.521542365462623447e-01
4.731552684968922118e-01 7.398197515549138625e-01
4.324931971018503019e-01 7.420568705086144634e-01
4.453135389523047993e-01 7.356980453241255269e-01
4.605263117505756787e-01 6.751567729876349899e-01
-1.489401527271003722e-01 2.402237251039982813e-01
-1.178419330099585854e-01 1.955489816385174440e-01
6.973743370382426421e-02 1.980481713833465440e-01
2.850363665276208977e-02 2.981531302345987178e-01
-7.099929186770075062e-02 3.442795210099752201e-01
-1.288800208867762476e-01 2.419755215705861329e-01
2.054138806988041119e-02 3.183323073041067763e-01
1.932990655690419377e-02 3.500221428610093000e-01
-6.332891854610847582e-02 2.434602613024565432e-01
6.386894424639449203e-03 3.826548787279997477e-01
2.235345184412998801e-02 3.950339256463175630e-01
9.905850736070347801e-03 4.224069548118757345e-01
2.608456114212986260e-02 4.044979939013663151e-01
-1.436504424759370013e-01 2.709952207957448400e-01
-1.225632737248405317e-02 2.585765402767881138e-01
3.291687665922355538e-02 2.688433831143102193e-01
2.609255460097636634e-02 3.540318076977339024e-01
-8.202248348411625423e-02 3.191690677011524979e-01
-1.448304224274487295e-01 2.713267469967193812e-01
3.263575780839233359e-02 2.056738308027182827e-01
3.804884944683321196e-02 2.852262789022564915e-01
-1.544466801124518875e-02 3.285738930510803679e-01
-7.881537855031270703e-03 2.921993428784200875e-01
1.224013040533812741e-01 3.021101155932340854e-01
-4.594611475109574433e-02 2.489893300193670722e-01
-1.819762616608417219e-02 3.788592230535418048e-01
-9.309969955547944820e-02 3.431711295353377378e-01
2.737531203770620682e-03 2.364877717139934332e-01
-8.289094652419613796e-02 2.968696736683235082e-01
5.470559854852662107e-02 4.534239904238603902e-01
-6.393122802116738002e-02 3.301049609994870515e-01
-5.489150085840591858e-02 3.521093850812597736e-01
1.032028570148389862e-01 3.093251347578611643e-01
7.601596842150978861e-02 3.102912098002117980e-01
9.151040201160744181e-02 3.702807817654893974e-01
8.700147039176926722e-02 3.343019188164441102e-01
-6.312553430201651994e-02 3.633163332161756243e-01
5.097883003792263307e-02 2.089370477744209587e-01
7.781200440586619194e-02 2.618049954955176672e-01
1.010179261699718223e-01 2.831140131567670970e-01
3.028962014561959945e-02 3.049741521784842813e-01
1.030967931214133160e-01 4.818714619977504388e-01
-2.496750188303346538e-02 2.389612623368551625e-01
6.604849374477947399e-02 2.780481672347980826e-01
7.619967015390420595e-02 3.791094479862651134e-01
-1.701605090001223966e-02 2.105222943348036835e-01
1.154297705989095098e-02 3.042362224321917830e-01
-4.480186899335374118e-02 2.496129739557943206e-01
6.109652423235074903e-02 2.443597676007954744e-01
-4.678035138638399898e-02 2.977788278904315300e-01
-1.024505747208213219e-01 3.053650274565815059e-01
-4.420960529603178840e-02 3.676378414245825010e-01
5.315366843196416523e-03 2.760363834709727016e-01
-2.537075484815233886e-02 3.759796768842968429e-01
5.239225229271882861e-03 4.172622464596221770e-01
3.921487002971148911e-02 3.058178060601160486e-01
-2.097679971926793771e-02 4.285157157690053786e-01
-2.491761991327334433e-02 2.884011765260644511e-01
-6.503457402205817250e-02 2.904383745181828846e-01
8.126775059282750902e-02 3.381694198739027546e-01
7.148561596247672567e-02 3.550947633740794140e-01
6.599649126005949218e-02 2.723212627751503412e-01
8.658155247529134013e-02 2.833233894267771502e-01
-6.866886348528439266e-02 3.267335200025958120e-01
-4.783803236055462170e-03 2.510903338436210053e-01
-4.055985376500688411e-02 4.009187972415703682e-01
-2.157211406058941877e-02 4.148487916609860937e-01
-8.264775551822987898e-02 1.139422675003951280e-01
9.717184244086479739e-02 2.940099534179431706e-01
5.763144761984968084e-02 2.884598557179609557e-01
2.062162022340577675e-02 2.375546381985834676e-01
1.566509455377629268e-03 2.839254528783720088e-01
-2.558256614196116954e-02 2.741757800773386711e-01
5.388598062507719139e-02 3.185638373911028332e-01
2.983918564724307582e-02 3.191670160957129632e-01
-1.010379572596429298e-01 2.622491010886470741e-01
-2.487975187935475771e-02 3.244539201225956071e-01
5.359915909984078186e-02 2.628248138755600594e-01
1.722022185741437991e-02 1.837160526549688755e-01
4.068824375073828298e-02 2.840066498840903009e-01
-6.763498993786902502e-02 1.661931441794815556e-01
4.992756611612526874e-02 3.037277813329801179e-01
-1.402341514237122611e-01 3.201180832685895372e-01
1.261477298875025334e-02 3.791272500067613405e-01
-3.206570065252149770e-02 4.321735395680194047e-01
-9.920546418207470962e-02 3.630445393233287521e-01
1.874145284847907435e-03 2.910834896459038590e-01
1.253607732812708243e-02 1.666921777859640963e-01
-9.725065910575357922e-03 3.580576855063628550e-01
-4.715336550992989956e-02 2.095630327386988900e-01
-1.237586110387556802e-02 2.940939229267545141e-01
-5.004657008108172322e-02 2.286435739388442134e-01
2.671463733034678406e-02 2.215502693972999093e-01
8.671028884887038712e-02 2.786783048381000216e-01
4.030941763948173162e-02 2.396398111689641286e-01
2.993140999389832732e-02 1.980221372953529790e-01
-3.349713741097070513e-02 2.908758065915583169e-01
4.842709637030205572e-02 2.224937817273733298e-01
2.470768867265908109e-01 2.666192564780295871e-01
1.884377409311278201e-02 2.161807968735182106e-01
1.736906173295013345e-01 9.767884517004601919e-02
1.628492604886044304e-01 1.599323066900449897e-01
1.403438134234039347e-01 3.459979215185361029e-02
1.669774634944591607e-01 8.703954482126030623e-02
1.977623065817304682e-01 1.344155293536486995e-01
2.615114724928772616e-01 1.825309455203441567e-01
1.214419476542075160e-01 9.113661695914843097e-02
1.373041489731113007e-01 -8.290279594172983435e-02
1.279796075377175046e-01 2.300507253254703843e-01
5.826708921841232403e-02 8.193616489150927495e-02
9.434446990560792223e-02 1.429411139578007361e-03
2.760375976555486388e-01 1.044587860117183187e-01
6.277725970903831609e-02 8.424862620181951256e-02
1.505426226568685466e-01 -6.477146016411472473e-02
2.355218916845191468e-01 1.494619843376460144e-01
2.560661256757923443e-01 9.906752731019327629e-02
1.062224325587664275e-01 2.415306956217466439e-01
1.655409691098496394e-01 1.463132373707486389e-01
1.462556443811558748e-01 7.644409893686653079e-02
1.634052977391337036e-01 1.104452417216693350e-01
2.531716001554432105e-01 1.837173725968359594e-01
1.800651693946528353e-02 1.370825370726610204e-01
2.971935628747457980e-01 1.453637055589646621e-01
2.216230880266173708e-01 6.128941209083735991e-02
1.959030682282346947e-01 3.173695449939775703e-02
